Title,Content,Topic,index
new composition parliamentary blocs,tap speaker house people representatives hrp rached ghannouchi announced opening thursday plenary session change chairmanship democratic bloc assumed hichem ajbouni also announced resignation mp lamia jaidane free destourian party pdl bloc ghazi chaouachi ahmed ga loul ali hafsi joined government consequently replaced salma maalej attayar mehrzia laabidi ennahdha nouha jallabi nidaa tounes nine mps also resigned qalb tounes bloc namely hatem mliki ridha charfeddine amira charfeddine khaled guassouma myriam loghmani samira biizig slama imed aouled jibril safa ghribi souhir askri new composition parliamentary blocs stands follows ennahdha 54 democratic bloc 41 qalb tounes 29 al karama coalition 19 free destourian party 16 reform 16 tahya tounes 14 al mustakbal 8 non affiliated mps 20,Politics,94
former prime minister hamed karoui passes away,tap former prime minister hamed karoui passes away friday dawn age 93 hamed karoui born december 30 1927 sousse doctor profession held several political posts one leading leaders destourian socialist party psd democratic constitutional rally rcd prime minister 10 years 1989 1999 deputy representing sousse constituency parliament hamed karoui vice president national assembly 1983 1986 deceased also held post minister sports 1986 1987 head etoile sportive du sahel several years 2013 hamed karoui created destourian movement left political scene may 2016,Politics,95
erray algeria boukadoum phone talk efforts combat covid 19 discussed,tap strong relations brotherhood mutual support tunisia algeria well joint efforts aimed combat new coronavirus reduce health economic fall heart phone talk thursday foreign affairs minister noureddine erray algerian counterpart sabri boukadoum talk also turned repatriation non resident tunisians algeria foreign ministry press release reads statement tap wednesday director information communication foreign ministry bouraoui limam said tunisian authorities managed repatriate 7 270 tunisians since march 14 assuring regard ministry carrying efforts repatriate highest number non resident tunisians stranded abroad soon possible 120 tunisians stranded tebessa region algeria limama indicated difficulties related authorisations algerian side ironed repatriate place quarantine,Politics,96
kais saied meets pm,tap president kais saied met thursday afternoon carthage palace prime minister elyes fakhfakh meeting focused situation tunisia well regional situation particularly libya meeting also opportunity discuss new approaches fight pandemic new covid 19 national international level statement presidency republic reads president republic stressed need speed provision financial kind assistance need regard aid kind given citizens president republic said collected middle schools presence army forces avoid offences,Politics,97
ministerial working session security situation country eastern border,tap prime minister elyes fakhfakh chaired ministerial working session thursday afternoon government palace kasbah security situation country eastern border fakhfakh recommended end intensify coordination different security military units says statement prime ministry,Politics,98
covid 19 inteiror minister reviews mobilisation department,tap interior minister hichem mechichi said thursday department mobilised support national efforts fight covid 19 speaking plenary session held parliament devoted health situation country connection spread virus minister noted law applied rigorously since introduction total lockdown curfew added security patrols deployed throughout country calling tunisians comply instructions lockdown applied firmly minister reviewed offences recorded far relation total lockdown curfew namely 724 curfew offences perpetrators prosecuted eighteen means transport seized law enforcement agencies also report 274 violations total lockdown recorded 5 145 driving licences 5 388 vehicle registration cards withdrawn directorate national security announced systematic seizure friday march 27 06 00 vehicles whose drivers not possession travel documents minister also stated 584 fines issued 453 people arrested addition closure 539 premises restaurants bars cafes others regarding commodity speculation minister assured joint patrols trade department officers mobilised 209 infractions recorded 11 persons arrested 24 means transport seized,Politics,99
secretary state foreign affairs meets korean ambassador tunis,tap secretary state foreign affairs salma ennaifar thursday held talks ambassador republic korea tunis cho koo rae expressed tunisia commitment upholding cooperation republic korea areas particularly economic level strengthening trade exploring new partnership opportunities invited south korean companies seize promising investment opportunities tunisia said statement department foreign affairs meeting also shed light international efforts contain spread covid 19 emphasis placed need exchange experience skills control pandemic need efficient international coordination exceptional circumstances cho koo rae insisted need combine international efforts deal health economic crisis due covid 19 also praised age old friendly ties unite two countries underlining korea willingness strengthen various fields,Politics,100
general lockdown vehicles travelling without justifications seized starting friday,tap general directorate national security announced decision seize starting friday march 27 06 00 nationwide means transport driver not justification moving decision comes within framework preventive measures general lockdown decreed nationwide citizens called conform instructions said statement directorate national security stressing law applied full rigour offenders,Politics,101
tunisia welcomes un global humanitarian response plan covid 19,tap tunisia welcomes announcement made united nations un secretary general antonio guterres launch global humanitarian response plan fight covid 19 coronavirus pandemic covid 19 menacing whole humanity whole humanity must fight back guterres said announced initiative individual country responses not going enough said requires increasing efforts countries deal virus announcement guterres comes following tunisia call convening emergency session un security council proposing draft resolution examine ways control spread covid 19 presidency said statement thursday draft resolution includes call international solidarity prevent spread coronavirus limit fallouts particularly conflict zones statement said initiative invites countries influential stakeholders coordinate humanitarian medical aid also consists urging world health organisation continue providing operational support governments various partners meet needs develop vaccine virus u n secretary general appealed wednesday 2 billion help world vulnerable nations cope coronavirus pandemic comprehensive approach way fight covid 19 says un launching global humanitarian response plan,Politics,102
general lockdown option available tunisia combat covid 19 pm,tap prime minister elyes fakhfakh said thursday general lockdown option available tunisia fight covid 19 adding compliance procedure constitutes 80 solution remaining 20 concerns various measures decisions adopted government speaking plenary session house people representatives hpr dedicated debate government health situation country prime minister stressed need respect general lockdown self isolation well mandatory quarantine persons arriving abroad fight spread covid 19 avoid scenarios experienced countries indicated regard general lockdown respected 80 yesterday wednesday thanks law enforcement sanctions taken offenders adding number people infected covid 19 tunisia reached 200 said government adopted since emergence first cases infection virus tunisia anticipatory gradual prevention plan noting funds mobilised face pandemic amount 2 5 billion dinars pm recalled context creation national authority combat covid 19 chairs brings together senior officials ministries interior health social affairs impose full compliance measures combat virus added authority monitor regular supply basic commodities distribution social assistance poor low income families referral recommendations national authority combat covid 19 adopt necessary measures contain virus association regional committees fight natural disasters authority facilitate communication parties monitor compliance general lockdown procedure adopted national security council well implementation 14 day self isolation period added regard pm stressed importance optimising management available hospital beds number cases infection increase indicated 2 000 additional beds reserved exclusively purposes collective health containment addition provision necessary protective equipment front line staff medics paramedics police military social affairs officers economic control teams transport employees,Politics,103
military institution raises level vigilance borders,tap military institution raised level vigilance promptness monitor suspicious movement face danger coordination national security forces national guard ministry national defence said thursdaythis measure part monitoring security situation land maritime borders libya department added statement,Politics,104
parliament speaker pm discuss ways overcome health crisis,tap speaker house people representatives hpr rached ghannouchi thursday met prime minister elyes fakhfakh shortly hearing session government bardo palace ghanouchi expressed readiness parliament support efforts executive power help government implement measures decided combat spread coronavirus covid 19 ghannouchi also expressed determination hpr interact quickly developments examine soon possible necessary legislation get current crisis prime minister stressed importance solidarity cohesion national unity priority circumstances said help us overcome crisis mitigate impact meeting highlighted importance efforts parties fight pandemic threatens tunisia entire world end meeting ghannouchi met ministerial delegation taking part hearing session besides pm delegation included ministers health trade social affairs finance minister charge relations parliament,Politics,105
minister foreign affairs meets russian ambassador tunis,tap minister foreign affairs noureddine erray met thursday russia ambassador tunis sergey nikolaev meeting focused bilateral multilateral efforts contain spread coronavirus covid 19 two sides also reviewed ways foster cooperation two countries minister discussed russian ambassador president kais saied initiative international solidarity coordination deal fallout health crisis expressed hope russia would support initiative stressing importance combining efforts mitigate impact coronavirus world part russian diplomat expressed country pride friendly relations tunisia russia underscored country desire strengthen bilateral cooperation frameworks particularly economic sphere delicate circumstances world meeting also provided opportunity discuss regional international issues common interest including situation libya need help libyan people internationally find political solution crisis,Politics,106
hpr adopts bill approval exceptional measures deal covid 19 crisis,tap house people representatives hpr adopted thursday decision approval exceptional measures deal covid 19 crisis 122 votes 3 17 abstentions bill question includes 6 provisions one enable hpr hold plenary sessions remotely hpr bureau also set limited duration modality examination bills presented plenary session hpr crisis unit tasked supervising government action thursday morning hpr began looking first point plenary agenda concerning bill approval exceptional measures deal covid 19 crisis bill subject controversy among members parliament mps perceive initiative presented hpr bureau necessity continue parliamentary action work current context case security health military sectors members parliament believe neither nor less way diverting section 70 prime minister asked activated order delegate power issue decree laws period not exceeding two months,Politics,107
rached ghannouchi war invisible enemy war requires vision win,tap speaker house people representatives hpr rached ghannouchi said opening plenary session thursday parliament fully aware magnitude challenges facing country context covid 19 epidemic objective mind hpr set outset crisis cell closely monitor interventions ensure coordination keeping bureau standing session recalled agenda plenary session includes examination exceptional measures ensure continuity parliament work well dialogue government general situation country regarding current health situation parliament pointed ghannouchi warned threats people state demanding maximum measures closure borders compulsory enforcement general lock instead opting gradual approach favoured spread virus war invisible enemy war requires vision win added rached ghannouchi said parliament redouble efforts coordinate executive power facilitate work exchange data interact effectively developments unity synonymous strength meet challenge indicated saying no need quarrel today motto moment united overcome difficulties ghannouchi added parliament must adapt work developments situation examine several proposals continue activities fulfil national duty remaining standing session light new measures decided plenary session another connection hpr speaker expressed solidarity mp mohamed affes suffered violence noting aggression mps reprehensible wherever comes plenary session item added agenda verbal physical violence mp mohamed affes carrying control mission sfax beginning plenary session ghannouchi indicated al karama group officially status opposition group presidency democratic parliamentary group went hichem ajbouni new mps meherzia labidi ennahdha salma maalej democratic current nouha jallebi nidaa tounes replace mps joined government namely ahmed gaaloul ghazi chaouchi ali hafsi respectively ghannouchi also announced resignation 9 deputies qalb tounes group counts 29 mps resignation mp lamia jaidane free destourian party pdl counting 16 seats,Politics,108
hpr holds plenary session discuss health situation tunisia,tap works plenary session devoted health situation country started thursday house people representatives hpr presence 126 deputies prime minister ilyes fakhfakh members cabinet devoted examination exceptional measures ensure continuity parliament work dialogue government general situation including health country three deputies sworn beginning session namely salma maalej mehrezia laabidi nouha jallali replace ghazi chaouachi ahmed gaaloul ali hafsi members government hpr speaker rached ghannouchi announced beginning plenary started 50 minute delay changes composition parliamentary blocs adhesion bloc coalition dignity opposition,Politics,109
pm announces establishment national covid 19 monitoring authority,tap prime minister elyes fakhfakh announced wednesday evening creation national covid 19 monitoring authority brings together senior officials ministries interior health social affairs aim imposing full compliance measures fight virus fakhfakh visited national guard barracks laouina wednesday evening told media authority coordinate national committee combat covid 19 chairs well regional committees fight natural disasters noted creation authority aims ensuring implementation measures adopted fight virus regions country authority facilitate communication parties monitor compliance total lockdown procedure adopted national security council well implementation 14 day self lockdown period authority also ensure said monitoring regularity supply basic products distribution social assistance poor families families without income well referral recommendations national committee combat covid 19 adopt necessary measures contain virus fakhakh also revealed new operations room set laouina barracks keep touch national committees fight natural disasters saying operations room allow implementation government decisions context war virus throughout territory prime minister stressed government could not lack time adopt another method organisation especially since aim creating new structure contain epidemiological situation keep control provided accompanied full commitment citizens respect lockdown self isolation sense affirmed compliance law imposed not comply total lockdown fight virus within reach said hand reiterated government commitment meet vital needs citizens period sanitary lockdown occasion prime minister praised efforts medical paramedical executives first line confrontation coronavirus said committing organisation voluntary civil society initiatives virus mobilisation donations 1818 fund support efforts public hospitals fight viral scourge,Politics,110
hpr bureau meets,tap bureau house people representatives hpr decided wednesday submit consideration committee rules procedure immunity parliamentary laws draft law activation article 70 constitution hpr bureau asked committee accelerate review bill application article 70 constitution allows parliament delegate prime minister fixed period prerogative promulgate decree laws view crucial exceptional health context country going connection fight covid 19 pandemic last saturday prime minister elyes fakhfakh address tunisians called application article 70 enable necessary measures taken quickly manage covid 19 crisis according article 70 assembly representatives people may agreement three fifths members authorize law limited period not exceeding two months specific purpose head government issue decree laws legislative character submitted ratification assembly immediately end period authorization addition hpr bureau decided reject draft law exceptional provisions concerning judicial time limits submitted last monday supreme judicial council house people representatives besides hpr bureau meeting chairmanship speaker rached ghannouchi took note resignation nine deputies qalb tounes parliamentary group khaled gassouma hatem mliki meriem laghmani imed ouled jibril souhir askri safaa ghribi samira slama ridha charfeddine amira charfeddine,Politics,111
fm spanish counterpart discuss cooperation coronavirus phone,tap minister foreign affairs noureddine erray spanish counterpart arancha gonzalez laya wednesday discussed phone ways strengthen cooperation repercussions health crisis related covid 19 spanish minister affirmed government supports efforts made tunisia fight spread virus mitigation economic health impacts said statement ministry foreign affairs underlined country concern continue supporting tunisia bilaterally multilaterally within framework european union help meet economic development challenges erray expressed tunisia solidarity spanish people fight spread covid 19 voicing confidence spain ability eradicate scourge president republic kais saied sunday held phone talk king felipe vi spain expressing sympathy solidarity tunisian people spanish people fight coronavirus emphasis placed coordination among states take joint action level united nations security council,Politics,112
jordan decides send special plane loaded anti malaria drugs tunisia,tap king abdullah ii jordan announced telephone conversation president kais saied wednesday decision send special plane loaded anti malaria drugs tunisia presidency republic said anti malaria drug proven effectiveness covid 19 virus telephone conversation focused mobilisation efforts deal spread covid 19 virus king abdullah ii jordan commended tunisia call security council hold emergency session council consider impact covid 19 global peace security part president kais saied stressed tunisia readiness cooperate brotherly countries pointing current situation required not national bilateral approach also international approach would subject draft resolution prepared tunisia submission security council telephone conversation also addressed issue exceptional bonds fraternity unite tunisian jordanian peoples king abdullah ii jordan extended invitation president kais saied visit jordan kais saied turn invited king abdullah ii visit tunisia,Politics,113
mod decides shut military clinic meftah saadallah street,tap defence ministry wednesday decided shut military clinic located meftah saadallah street bab saadoun tunis medic tested positive coronavirus covid 19 decision made following result covid 19 screening test confirmed infection medic well one family members department said statement wednesday ministry called clinic staff observe self quarantine pending medical tests,Politics,114
tunisian authorities continue efforts repatriate largest number nationals stranded abroad mfa,tap tunisian authorities repatriated 7 270 tunisians since march 14 communication officer ministry foreign affairs bouraoui limam said wednesday added department continues efforts bring back home largest number tunisians non resident abroad stranded several countries soon possible speaking tap limam said efforts not sufficient repatriate tunisians stranded abroad considering live several countries groups 4 2 people live distant countries countries closed land air sea borders pointed said repatriation operations complex airspace closed return repatriated tunisians requires obligation place quarantine providing appropriate spaces logistics well human security resources indicated limam stressed diplomatic missions abroad best providing required assistance tunisian nationals stranded abroad tunisians living countries also helped stranded compatriots part solidarity among tunisian citizens affirmed regarding 120 tunisians stranded tbessa algeria official said difficulties related authorisations algerian side sorted repatriate quarantine tunisian expatriates stranded morocco limam underlined tunisian authorities repatriated 288 said situation 70 tunisians irregular situation morocco planning migrate illegally europe complex repatriation requires effort patience part tunisian embassy rabat,Politics,115
covid 19 journalists working conditions heart meeting interior minister snjt delegation,tap delegation national union tunisian journalists snjt led president neji bghouri received wednesday interior minister hichem mechichi two parties agreed find appropriate mechanisms facilitate work journalists photographers country delicate situation give unrestricted access information accordance laws force members delegation stressed importance enabling professionals carry mission report true accurate information citizens barring road spread rumours according statement issued snjt raised minister difficulties journalists face context general lockdown noted prevent carrying mission best conditions minister interior part highlighted role media disseminating accurate information spread coronavirus covid 19 raising awareness among citizens importance complying instructions lockdown quarantine,Politics,116
hpr hold hearing session government thurday,tap house people representatives hpr hold thursday plenary session 9 30 plenary session examine exceptional measures aimed ensure continuity hpr work hearing session government current health situation country also agenda plenary session initially due tuesday postponed thursday request premier elyes fakhfakh hpr said earlier week press release issued wednesday hpr press office explained pursuant general lock measure preventive measure covid 19 order ensure safety parliament visitors media could follow plenary works live national tv channel hpr official youtube channel https bit ly 2whidoa decision made coordination journalists professional structures source reads,Politics,117
telephone conversation kais saied mauritanian president,tap president kais saied mauritanian president mohamed ould el ghazouani discussed tuesday phone conversation general situation respective countries world emphasis placed importance adopting first phase regional approach fight covid 19 opting global approach nations must unite contain pandemic reads statement presidency republic mauritanian president expressed readiness support tunisian initiative un security council president ould el ghazouani recalled tunisia first country recognise mauritania independence parties expressed commitment work harder give impetus bilateral relations president ould el ghazouani extended invitation president kais saied visit mauritania president kais saied also invited mauritanian counterpart official visit tunisia,Politics,118
elyes fakhfakh received president republic,tap president kais said met tuesday carthage palace prime minister elyes fakhfakh kais saied focused follow measures decided exceptional circumstances fight coronavirus pandemic placed emphasis need ensure tunisians necessary vital needs head state also stressed obligation tunisians respect general lockdown well preventive measures guard covid 19 prevent spread,Politics,119
health situation heart phone conversation kais saied king mohamed vi,tap president republic kais saied king mohamed vi morocco discussed phone conversation health situation two countries said presidency statement emphasis placed importance strengthening cooperation drawing respective experiences fight coronavirus covid 19 pandemic kais saied insisted need adopt different approach already taken spoke tunisian initiative present draft decision un security council order effectively combat spread covid 19 king mohamed vi highlighted importance implementing approach regionally internationally tunisia initiative president kais saied saturday called united nations security council hold emergency session discuss impact coronavirus international peace stability emergency measures taken council support states efforts contain pandemic tunisia serving non permanent member un security council period 2020 2021,Politics,120
csm submits draft law judicial timeframes parliament,tap supreme judicial council csm said submitted house people representatives draft law exceptional provisions regarding judicial timeframes csm called accelerate review bill ensure equal access justice people said statement issued tuesday source csm told tap step part exercise constitutional prerogatives council decided following disruption observed level procedures courts due health situation country source recalls council called upon ensure proper functioning judiciary particularly following suspension work courts ministry justice announced continued suspension work courts march 23 aril 4 2020 added prosecutor office investigation criminal chambers clerks reporting continue exercise functions,Politics,121
ministry local affairs provides 2 4 md funding support municipalities,tap minister local affairs lotfi zitoune granted approval loans support fund local communities cpscl provide exceptional funding support municipalities total amount 2 4 million dinars md part enhancing preventive measure spread covid 19 pandemic municipal council benefit sum 100 thousand dinars dedicated support emergency interventions provided municipalities particularly hygiene services ministry called citizens civil society contribute efforts made central local public authorities cope exceptional situation faced country preserve health people department also welcomed efforts made governors mayors municipal officials ensure sanitation cities stressing need take necessary precautions protect cleaning staff well municipal agents ministry also urged municipalities environmental police force cooperation civil society organisations conduct awareness campaigns neighbourhoods streets well municipal districts,Politics,122
parliament structures provide minimum service march 23 april 4,tap structures house people representatives hrp provide minimum service work deemed urgent march 23 april 4 said statement parliament employees whose presence necessary seat parliament informed arrangement comes following decision general lockdown prevention coronavirus covid 19 statement said plenary session scheduled tuesday march 24 postponed thursday march 26 request prime minister elyes fakhfakh plenary session focus exceptional measures ensure continuous work hpr also include debate government general health situation country tahya tounes mp hichem ben ahmed monday suggested remote work hpr allow mps continue work respecting general lockdown technical means mobile applications implement suggestion available said,Politics,123
military patrols enforce covid 19 general lockdown defence,tap three hundred military patrols deployed monday enforce general lockdown decided spread covid 19 national defence ministry said number increased tuesday accompanied air patrols governorates greater tunis bizerte sfax gabes well regions ben guerdane djerba police military units jointly patrolling nationwide except areas military patrols deployed defence ministry spokesperson commander mohamed zekri tuesday told tap national army units enforce law rigour violating provisions general lockdown zekri said,Politics,124
kais saied meets minister foreign affairs,tap president republic kais saied met minister foreign affairs noureddine erray tuesday carthage palace emphasis placed role ministry meeting national priorities particularly terms mobilising financial resources health aid tunisia exceptional circumstances president inquired efforts made foreign affairs department various structures repatriate tunisians stranded abroad saied recommended continuing repatriation non resident tunisians still stranded abroad coordination countries insisted obligation tunisians returning abroad observe full self quarantine upon return country meeting also focused ways boost role tunisia regionally internationally regarding initiative president calling united nations uphold global solidarity deal coronavirus pandemic,Politics,125
covid 19 president saied speaks phone libya el sarraj,tap president kais saied tuesday spoke phone head libyan government national accord fayez al sarraj health situation countries connection spread covid 19 ongoing bilateral cooperation talk also focused regional situation libyan leader expressed country readiness everything possible support tunisian people according statement presidency republic part kais saied reiterated tunisia constant support libyan people according source,Politics,126
covid 19 interior defence ministries enhance coordination,tap coordination meeting held tuesday seat interior ministry chairmanship interior minister hichem mechichi national defence minister imed hazgui meeting shed light joint efforts security forces army enforce general lockdown part containing spread coronavirus reads statement interior ministry meeting also addressed ways improve coordination security military institutions regarding action plans fight spread virus source said,Politics,127
covid 19 ltdh calls presidency republic parliament facilitate government action,tap tunisian human rights league french ltdh called presidency republic house people representatives hpr facilitate government action immediate decision making required particular situation country ltdh praised medical staff efforts designed combat spread covid 19 urged citizens comply general lockdown measures abide instructions health ministry league also placed emphasis need implement measures drastic control quarantined people meet vital needs provide necessary information coercive measures people breaching provisions curfew general lockdown taking advantage humanitarian crisis make profit need taken besides ltdh urged media denounce spread rumors fake news wreak havoc league called civil society increase efforts combat spread covid 19 said league human logistical resources made available part national campaign spread pandemic,Politics,128
ftf sets unit tasked monitoring foreign players,tap tunisian football federation ftf decided set unit tasked medical social monitoring 130 foreign players based tunisia ftf announced facebook page unit work coordination different soccer clubs players notably medical staff players divided groups member ftf federal bureau entrusted group expected monitor intervene need source specifies,Sports,129
ftf calls ministry foreign affairs help repatriate tunisian sportsmen women residing saudi arabia,tap tunisian football federation sent letter ministry foreign affairs calling authorise national carrier tunisair send plane repatriation several tunisian players coaches doctors residing saudi arabia soon possible ftf said statement posted monday evening official facebook page several players coaches stuck families saudi arabia requested help ftf president wadii al jari repatriation tunisia affirming returnees sign return commitment comply health lock,Sports,130
tunisia soccer cup 1 8th finals esperance sportive detunis us tataouine quarter final upd 1,tap esperance sportive de tunis us tataouine first teams qualify quarter final tunisia habib bourguiba soccer cup defeating marsa 2 0 ca bizertin penalties 4 2 1 1 end regulatory extra time respectively 1 8th finals played sunday 1 8th finals results zarzouna cs bizertin us tataouine 2 4 penalty shootout 1 1 marsa marsa esperance st 0 2 mustapha ben jannet stadium us monastir club africain 1 0 kalaa seghira kalaa sports ws hamma 1 0 gafsa egs gafsa stade tunisien 3 1 chebba cs chebba sc ben arous 3 1 taieb mehiri stadium cs sfaxien jerba 2 0 metlaoui es metlaoui etoile du sahel 4 1 penalty shootout 2 2,Sports,131
tunisia basketball cup es rades us monastir c africain js kairouan semi finals,tap title holders es rades us monastir club afrciain js kairouan booked qualification ticket semi finals tunisia basketball cup quarter final games played saturday afternoon behind closed doors results ds grombalia us monastir 76 98 club africain es sahel 69 61 es goulette es rad 61 70 ezzahra sport js kairouan 58 68,Sports,132
tunisia volleyball championship playoff phase day 4 results,tap results tunisia volleyball championship playoff phase day 4 games played saturday afternoon behind closed doors playoff day 4 played saturday marsa marsa esperance de tunis 0 3 kelibia co kelibia etoile du sahel 3 1 sfax cs sfaxien ss sidi bousaid 3 0 rankings pts p 1 cs sfaxien 13 4 2 esperance st 11 4 3 co kelibia 7 4 4 es sahel 6 4 5 marsa 2 4 6 sidi bousaid 0 4 two bonus boints awarded esperance sportive de tunis finished top end first phase one point cs sfaxien ranked second,Sports,133
wadii jarii reelected third term head ftf,tap wadii jarii 48 elected president tunisian football federation ftf extraordinary elective general assembly governing body held saturday hotel gammarth northern suburb tunis third term jarii 2020 2024 first elected 2012 list wadii jarii list one contention rejection two competing lists 336 votes e 100 votes vote saw absence presidents four league 1 clubs namely esperance sportive de tunis etoile sportive du sahel club sportif sfaxien croissant sportif de la chebba league 2 sporting de ben arous stade sportif sfaxien kassrine absent composition new federal board wadii jarii hichem ben omrane saida aouni ayachi hassan zayane mohamed hichem dhib amine mougou bousairi boujlel ibrahim abid chamseddine echi hamed maghrebi mohamed wassef jlil houcine jnaiehin addition extraordinary elective general meeting ftf opportunity elect various committees federation independent electoral committee national appeals committee national disciplinary fair play committee ethics committee,Sports,134
arab handball championship club winners cup club africain finish third,tap tunisia club african finished third arab handball championship club winners cup beating saudi arabia al khaleej 40 31 placement match played friday afternoon tunisia second club ebs beni khiar finished 6th tournament conceding defeat qatar al ahli 30 32 placement match played earlier beni khiar 100 qatari final pit al arabi al shamel saturday,Sports,135
coronavirus cnot postpones activities including general assembly notice,tap tunisian national olympic committee cnot friday announced postponement activities scheduled months march april including general assembly notice stressing support government measures taken prevention new coronavirus covid 19 press release cnot also called various national sports federations comply prevention measures emphasised need avoid kinds gatherings take necessary medical health precautions contribution national effort prevent new pandemic,Sports,136
coronavirus weekend matches played behind closed doors ministry,tap ministry youth sports decided friday sports matches scheduled weekend played behind closed doors part prevention measures new coronavirus covid 19 ministry added statement take necessary measures according evolution situation coordination structures concerned intervening parties measure taken part monitoring latest news pandemic new coronavirus coordination services ministry health order ensure safety prevention entire sports community young people ministry pointed,Sports,137
arab handball championship club winners cup c africain eliminated qatar al arabi semi final,tap tunisia club africain eliminated qatar al arabi 22 25 arab handball championship club winners cup semi final game played thursday evening beni khiar final 100 qatari pit al arabi al shamel defeated saudi al khaleej 32 28 earlier afternoon club africain play third place al khaleej friday,Sports,138
tap postpones annual best athlete poll award ceremony,tap tunis afrique presse tap news agency thursday announced postponement notice annual best athlete poll award ceremony 2019 scheduled late march decision part national prevention strategy coronavirus tap initiative organise poll part agency contribution encouraging high performance athletes order repeat achievements goal highlight sports performances preserve enrich national sports memory,Sports,139
tunisia host arab volleyball championship october ftvb president,tap arab volleyball union entrusted tunisia organisation 22nd arab volleyball championship senior men due october 2020 tunisian volleyball federation president firas el felhi told tap thursday second time tunisia hosts championship 1984 edition,Sports,140
coronavirus national international tennis competitions scheduled tunisia postponed,tap tunisian tennis federation announced thursday press release national international tennis competitions scheduled tunisia postponed decision part national prevention strategy new coronavirus source added,Sports,141
tunisia basketball championship js kairouan join us monastir es rades ds grombalia super play,tap us monastir es rad ds grombalia js kairouan form quartet super play tunisian basketball championship 10th last play day played wednesday results 10th last day wednesday kairouan js kairouan african club 80 58 monastir us monastir etoile du sahel 87 57 rades es rades ds grombalia 89 74 standings pts g 1 us monastir 20 10 2 es rades 16 10 3 ds grombalia 16 10 4 js kairouan 14 10 qualified super play offs 5 african club 14 10 6 es sahel 11 10,Sports,142
tunisia volleyball championship playoff phase day 3 results,tap results tunisia volleyball championship playoff phase day 3 games played wednesday afternoon sousse etoile sahel marsa 3 0 zouaoui tunis esperance de tunis ss sidi bousaid 3 0 kelibia co kelibia cs sfaxien 0 3 rankings pts p 1 cs sfaxien 10 3 2 esperance st 8 3 3 es sahel 6 3 4 co kelibia 4 3 5 marsa 2 3 6 sidi bousaid 0 3 two bonus boints awarded esperance sportive de tunis finished top end first phase one point cs sfaxien ranked second,Sports,143
coronavirus international sports activities planned tunisia postponed,tap ministry youth sports decided wednesday postpone later date international continental regional official friendly sports events scheduled tunisia statement released wednesday ministry said decision comes within framework national prevention plan novel coronavirus covid 19 order ensure best safety conditions athletes young people also decided suspend participation sports training sports events scheduled abroad except tokyo 2020 olympic qualification tournaments subjecting delegations taking part tournaments preventive measures friendly festive sports youth events planned nationally regionally locally postponed along school university activities scheduled march 13 14 year statement added ministry informs sports structures youth institutions necessary measures taken situation evolves coordination relevant structures ministry health various parties concerned,Sports,144
tunisia soccer cup esperance st es sahel round 16,tap esperance de tunis quite easily booked ticket round 16 tunisia soccer cup defeating sebikha 2 0 es sahel wait shoot penalties earn qualification cs korba round 32 games played wednesday afternoon next round esperance play marsa es sahel take es metlaoui round 32 results played wednesday sebikha sebikha l2 esperance de tunis l1 0 2 scorers esperance st bilel bensaha 32 taha yassine khenissi 80 korba cs korba l2 etoile du sahel l1 5 3 shoot penalties 2 2 scorers cs korba nabil slimane 59 sp rami baghdadi 65 etoile du sahel el hocine mouaki dadi 3 mortadha ben ouannes 45 previous results played friday february 28 us borj amri regional league kalaa sports amateur league 1 0 1 played saturday february 29 cs chebba l1 us ben guerdane l1 5 4 shoot penalties 0 0 js kairouan l1 club africain l1 0 3 us tataouine l1 ariana l2 4 2 cs menzel temime regional league sc ben arous l2 1 2 ms sejnane ws al hamma amateur league 2 6 7 shoot penalties 1 1 played sunday march 1 djerba l2 cs hammam lif l1 3 2 rejiche l2 cs sfaxien l1 holders 2 3 shoot penalties 1 1 us bousalem l2 egs gafsa l2 0 1 ks agareb amateur league 2 marsa l2 0 1 aet es metlaoui l1 oued ellil l2 1 0 grombalia sport l2 ca bizertin l1 0 4 zitouna chammakh amateur league 1 us monastir l1 0 1 tunisien l1 soliman l1 1 0 round 16 fixtures playing sunday march 15 zarzouna 1200 cs bizertin us tataouine ben jannet 1430 us monastir club africain kalaa seghira 1400 kalaa sports ws hamma lala 1400 egs gafsa stade tunisien chebba 1400 cs chebba sc ben arous taieb mehiri 1400 cs sfaxien jerba tbd 1400 es metlaoui etoile du sahel marsa 1430 marsa esperance de tunis,Sports,145
fencing sarra besb epee boubakri foil qualify olympic games 2020,tap tunisian fencers sarra besb boubakri officially secured qualification tokyo 2020 olympic games besb obtained ticket tokyo thanks 12th place budapest grand prix women epee event lost round 16 korea shui 7 15 boubakri owed qualification 22nd place world women foil event boubakri holder bronze medal last olympic games rio 2016 men side tunisian fencer far ferjani 2018 african sabre champion secured qualification olympic games 2020 finishing 10th men sabre world cup luxembourg ferjani qualified thanks two victories ukrainian platonov 15 5 32nd final egyptian thameur 15 7 16th final also lost round 16 13 15 american fencer,Sports,146
